Shipment_ID,Order_Date,Shipment_Date,Delivery_Date,Customer_ID,Customer_Region,Warehouse_Location,Product_Category,Shipping_Method,Shipping_Cost,Delivery_Status,Quantity_Shipped,Weight_Shipped,Distance_Shipped,Shipping_Provider,Handling_Cost,Fuel_Surcharge,Shipment_Value,Return_Status,Damaged_Goods,Customer_Satisfaction_Score,Delivery_Days,Carrier_On_Time_Percentage
346,12/12/2019,12/15/2019,12/19/2019,1419,Africa,Berlin,Food,Ground,80.89091563,On-Time,13,92.28234329,3263.778781,UPS,4.533380541,5.635783428,634.6353936,Yes,Yes,1.187255829,8,89.26732048
347,12/13/2019,12/16/2019,12/16/2019,1123,North America,Berlin,Apparel,Air,37.99330005,On-Time,5,66.79387862,681.9492153,UPS,4.819415261,7.356975053,355.5047433,No,No,2.214793877,7,94.32519239
348,12/14/2019,12/18/2019,12/23/2019,1421,North America,Berlin,Electronics,Sea,39.42039368,Delayed,41,23.94658192,2597.889008,DHL,13.50903595,2.700024811,591.7357187,Yes,No,2.773280026,6,96.48708011
349,12/15/2019,12/19/2019,12/18/2019,4302,North America,São Paulo,Apparel,Air,10.97185532,Delayed,13,89.50506207,3842.689189,UPS,17.71171914,3.527684659,274.8226105,Yes,Yes,1.689059257,3,87.4364105
350,12/16/2019,12/19/2019,12/24/2019,4761,Africa,São Paulo,Food,Ground,73.09101404,On-Time,1,18.83437508,829.8469399,UPS,9.37093301,8.716367705,186.2068875,Yes,Yes,3.919993244,8,80.25782183
351,12/17/2019,12/21/2019,12/25/2019,4134,Africa,São Paulo,Electronics,Sea,20.19427778,On-Time,25,21.69952483,3768.765098,FedEx,5.051362886,3.08865201,405.2717463,No,No,1.738047982,9,84.84360475
352,12/18/2019,12/19/2019,12/23/2019,2508,Africa,New York,Furniture,Air,79.55925197,On-Time,47,27.47076752,3806.364601,FedEx,15.61884497,5.463095714,752.3251473,Yes,No,2.386558777,4,97.38338578
353,12/19/2019,12/20/2019,12/27/2019,4699,Asia,New York,Electronics,Sea,54.26810397,Delayed,4,30.77250799,309.0339747,FedEx,16.98481054,7.02639464,920.3777907,Yes,No,3.653122547,5,93.06330295
354,12/20/2019,12/24/2019,12/26/2019,4774,Africa,Berlin,Furniture,Ground,80.58518335,On-Time,36,51.69072439,103.7337872,FedEx,17.85048398,9.999248268,484.8283489,Yes,No,2.928357378,4,94.00715561
355,12/21/2019,12/25/2019,12/25/2019,2597,Asia,Tokyo,Electronics,Sea,62.55338853,Delayed,10,71.48900736,4869.937676,FedEx,12.92296572,4.352913315,660.6825039,No,No,3.954284155,4,86.18048367
356,12/22/2019,12/25/2019,12/26/2019,1767,North America,Berlin,Food,Ground,17.41899448,Delayed,28,92.65771335,974.9794709,DHL,17.49311407,4.280928766,147.8852744,Yes,Yes,4.844831605,5,93.32418671
357,12/23/2019,12/25/2019,12/30/2019,3044,North America,Johannesburg,Food,Air,78.9087103,On-Time,6,9.29953994,4112.474653,DHL,2.277469252,8.425883794,909.2405706,Yes,Yes,1.466186751,7,92.27936076
358,12/24/2019,12/28/2019,12/31/2019,3530,North America,New York,Electronics,Ground,16.28195364,On-Time,27,95.45975154,2813.634759,FedEx,3.930244432,8.055031113,590.1740029,Yes,No,3.838270866,4,83.38909961
359,12/25/2019,12/26/2019,12/29/2019,3566,Europe,São Paulo,Apparel,Air,53.08315485,Delayed,12,92.17163523,1329.716066,UPS,3.666369207,7.310758817,791.3213352,No,No,1.921376623,8,98.40512477
360,12/26/2019,12/29/2019,1/4/2020,3202,Europe,New York,Food,Air,25.51142927,On-Time,48,5.872929572,658.5524787,UPS,14.82688432,4.632296374,804.7191409,No,No,2.65790691,4,86.72648627
361,12/27/2019,12/31/2019,1/3/2020,3139,South America,São Paulo,Furniture,Ground,77.71016602,Delayed,3,36.3519532,2488.419595,DHL,3.252472104,3.239391202,293.6565,Yes,No,1.131450903,3,86.2564525
362,12/28/2019,12/29/2019,1/2/2020,4029,South America,Johannesburg,Furniture,Air,92.0432105,On-Time,46,81.40776733,2042.70051,DHL,10.9345587,6.087304826,552.7157305,Yes,No,1.543629529,8,87.01406934
363,12/29/2019,12/30/2019,1/6/2020,2549,South America,Johannesburg,Toys,Sea,59.8713547,On-Time,33,61.35186628,3497.441565,DHL,10.50872418,8.762232931,962.455764,No,No,2.279109156,3,81.74267269
364,12/30/2019,1/1/2020,1/3/2020,3502,Europe,New York,Furniture,Air,57.44325649,On-Time,10,78.01984737,4521.801062,UPS,7.592663424,8.837774582,135.1528176,Yes,No,2.367943221,8,91.87430682
365,12/31/2019,1/3/2020,1/7/2020,2764,Europe,São Paulo,Toys,Ground,78.75668767,On-Time,31,72.04381721,4028.187954,DHL,17.66729306,1.084983451,698.8974031,No,No,4.598340866,6,84.53386063
366,1/1/2020,1/4/2020,1/5/2020,3044,South America,Johannesburg,Electronics,Sea,10.45709317,Delayed,15,49.92862626,1379.515731,UPS,5.067797634,4.283502838,964.1508741,No,Yes,3.967251637,5,95.26294237
367,1/2/2020,1/4/2020,1/8/2020,3645,South America,Berlin,Electronics,Sea,92.59827784,Delayed,7,4.601195572,4395.87676,DHL,8.344330119,4.647219562,335.5482527,No,No,4.888731873,8,87.48896742
368,1/3/2020,1/5/2020,1/6/2020,4716,Africa,Berlin,Electronics,Air,27.77039354,Delayed,36,58.63468611,4168.622657,UPS,15.935087,9.776153675,868.3755253,Yes,No,3.396286041,8,88.71261116
369,1/4/2020,1/7/2020,1/12/2020,1509,South America,São Paulo,Apparel,Air,98.57069954,On-Time,14,5.332381979,4646.389806,DHL,2.547601659,6.779980152,936.9746681,No,Yes,1.966854928,7,92.28201903
370,1/5/2020,1/8/2020,1/9/2020,2206,Africa,New York,Apparel,Ground,76.26285532,Delayed,48,60.57080839,2298.717497,DHL,14.1131072,4.072464173,759.7318989,No,No,2.31062012,7,94.47555155
371,1/6/2020,1/10/2020,1/9/2020,1385,Asia,Johannesburg,Toys,Sea,79.68260329,Delayed,14,80.14088082,3845.19011,UPS,16.69515907,0.26057886,269.7618967,Yes,No,2.279343693,6,84.39119079
372,1/7/2020,1/11/2020,1/14/2020,2597,Europe,New York,Furniture,Ground,69.05826823,Delayed,3,58.706679,2962.373747,DHL,18.7808211,5.653851601,367.3006829,Yes,No,2.305977311,7,98.35959226
373,1/8/2020,1/10/2020,1/11/2020,4802,South America,Berlin,Furniture,Air,52.44968645,On-Time,49,99.70366955,1559.408735,FedEx,17.77333953,0.960759756,84.0188297,Yes,No,3.691856692,9,91.82410937
374,1/9/2020,1/13/2020,1/17/2020,3452,Europe,Johannesburg,Electronics,Sea,61.4464924,Delayed,46,45.85871677,4972.210703,UPS,7.748914103,8.344499573,839.8805725,No,Yes,3.123231712,9,80.10713385
375,1/10/2020,1/11/2020,1/14/2020,3293,Europe,New York,Food,Ground,14.17625974,On-Time,3,75.00833263,201.1542595,DHL,12.55455454,7.525186606,857.1306272,No,No,2.541696712,7,87.89682199
376,1/11/2020,1/15/2020,1/17/2020,1741,Europe,Tokyo,Apparel,Ground,66.15635585,On-Time,22,66.88772253,819.7401371,UPS,3.391282877,4.605091599,651.0747945,Yes,No,1.596359075,9,88.29953859
377,1/12/2020,1/16/2020,1/21/2020,4662,Asia,São Paulo,Apparel,Ground,66.34882918,Delayed,19,99.14745331,4463.786389,DHL,6.641660064,4.292107795,384.9014587,No,No,1.088556652,3,95.37413454
378,1/13/2020,1/14/2020,1/20/2020,3708,North America,São Paulo,Electronics,Ground,90.20807177,On-Time,35,71.46529101,312.2085886,FedEx,3.696002817,8.973389656,122.9704763,Yes,Yes,1.87533871,9,85.79765571
379,1/14/2020,1/16/2020,1/18/2020,3697,South America,Tokyo,Apparel,Ground,55.50907217,Delayed,12,16.82105778,4435.23513,DHL,7.673371223,2.884583504,765.4047294,Yes,No,1.429885616,7,86.29330381
380,1/15/2020,1/16/2020,1/23/2020,4542,North America,Berlin,Electronics,Sea,16.94299367,Delayed,5,95.57401179,3578.955166,DHL,17.75336984,2.490199621,740.1998839,Yes,No,4.141780123,7,81.33938776
381,1/16/2020,1/20/2020,1/23/2020,4897,North America,Johannesburg,Toys,Ground,37.55763284,Delayed,10,66.94383403,193.0531869,FedEx,8.249003114,9.391974328,916.9723957,Yes,Yes,1.449991831,9,85.38737447
382,1/17/2020,1/19/2020,1/22/2020,2911,North America,São Paulo,Furniture,Sea,69.00664709,Delayed,41,6.404153965,2152.307014,UPS,12.11416585,8.092458368,744.00542,Yes,Yes,3.896912949,6,93.62227233
383,1/18/2020,1/22/2020,1/21/2020,2446,Europe,Tokyo,Food,Ground,31.53329765,Delayed,33,65.92804643,3774.81266,DHL,9.800855266,8.206255931,837.2601951,No,Yes,2.542634759,6,92.06038147
384,1/19/2020,1/20/2020,1/28/2020,1900,Africa,Tokyo,Furniture,Air,35.24750397,On-Time,13,88.37038096,2919.67042,DHL,10.26049744,1.951938143,758.656887,No,Yes,1.293513559,4,81.54648767
385,1/20/2020,1/21/2020,1/28/2020,3112,Europe,Berlin,Furniture,Air,83.84221147,Delayed,35,57.91566527,4679.997747,FedEx,19.45229693,1.432959914,649.1528289,Yes,No,4.250920198,7,82.17918395
386,1/21/2020,1/25/2020,1/26/2020,4084,Europe,Berlin,Toys,Ground,62.58877586,On-Time,32,35.72495398,4339.543724,UPS,7.330780429,0.260295498,455.6180745,No,Yes,3.318522281,7,87.16159331
387,1/22/2020,1/25/2020,1/26/2020,3260,North America,New York,Apparel,Air,55.76746886,Delayed,11,82.18050859,1669.9117,UPS,13.29184045,2.370415089,907.0114432,No,Yes,1.943046051,8,94.13139748
388,1/23/2020,1/26/2020,1/29/2020,3009,Europe,São Paulo,Food,Sea,38.66067701,Delayed,48,78.35994482,432.2897056,FedEx,9.561128052,7.741904917,668.4201433,Yes,Yes,4.578724697,7,95.82544728
389,1/24/2020,1/25/2020,1/31/2020,1241,North America,New York,Apparel,Ground,75.78352323,Delayed,38,54.64612435,4721.842628,FedEx,3.100631259,2.400384188,428.4375559,No,No,1.181033255,3,80.27785682
390,1/25/2020,1/26/2020,1/28/2020,3540,Africa,Tokyo,Furniture,Sea,35.8946591,On-Time,24,15.8589961,2591.260971,DHL,10.80795497,7.291032836,129.2958304,No,Yes,1.807278433,9,86.25120097
391,1/26/2020,1/29/2020,2/2/2020,4284,South America,Johannesburg,Electronics,Ground,76.33571659,On-Time,35,25.47315531,381.2441456,FedEx,16.64017992,2.519082654,326.1696131,Yes,No,4.008187711,8,88.06097541
392,1/27/2020,1/30/2020,2/5/2020,4764,North America,Johannesburg,Furniture,Air,16.30913322,On-Time,19,73.97915523,4084.712311,FedEx,3.777553436,3.95292498,566.5403981,No,No,3.837511721,7,97.31152341
393,1/28/2020,2/1/2020,2/1/2020,3385,Africa,Berlin,Apparel,Sea,87.80872074,On-Time,6,80.70517546,4343.847289,FedEx,3.252653253,9.831622899,311.8536015,No,Yes,2.157086775,3,89.5267246
394,1/29/2020,2/2/2020,2/5/2020,3020,South America,Johannesburg,Furniture,Air,54.9609817,Delayed,40,28.28689517,3200.728954,UPS,4.765367367,2.448117313,260.1735805,No,No,1.248099501,4,85.12431454
395,1/30/2020,2/2/2020,2/2/2020,1172,Asia,Johannesburg,Electronics,Air,49.4657215,Delayed,45,37.11451518,2243.069739,FedEx,15.75920201,3.763706273,551.0238384,No,Yes,4.432312289,8,87.41089424
396,1/31/2020,2/4/2020,2/4/2020,1671,North America,Johannesburg,Toys,Ground,64.99210704,On-Time,44,8.224372582,3314.243331,DHL,15.03191691,3.010871805,211.3293286,No,Yes,2.254790552,9,88.29225439
397,2/1/2020,2/5/2020,2/8/2020,1163,North America,Tokyo,Apparel,Sea,66.17728656,On-Time,42,71.48946386,3536.351642,DHL,12.17031984,1.096249863,810.3895602,Yes,No,1.78285366,9,92.7299216
398,2/2/2020,2/4/2020,2/8/2020,1464,Asia,Johannesburg,Furniture,Air,21.88316592,On-Time,35,0.855965688,4466.219491,DHL,10.42807527,4.898941421,510.1497438,Yes,No,3.064247289,5,80.78066788
399,2/3/2020,2/7/2020,2/11/2020,4042,Asia,Johannesburg,Apparel,Ground,78.06102308,Delayed,4,5.130881361,4779.749785,FedEx,17.98986466,3.786906633,595.1696353,Yes,No,4.640908797,7,87.3995816
400,2/4/2020,2/5/2020,2/8/2020,1496,North America,Johannesburg,Toys,Ground,34.83354682,On-Time,33,0.932234745,2576.461453,UPS,15.80056083,6.948870858,190.0141042,Yes,No,1.174186311,8,92.2845381
401,2/5/2020,2/9/2020,2/13/2020,1699,Asia,New York,Furniture,Ground,91.44656922,On-Time,13,64.70929854,3994.487722,FedEx,16.61496052,8.17594547,358.3475188,Yes,Yes,4.063216352,9,85.38312399
402,2/6/2020,2/10/2020,2/10/2020,3442,Europe,Tokyo,Furniture,Air,83.60655971,Delayed,36,42.03001921,4822.902684,FedEx,16.63872142,5.442497145,439.5851991,No,No,3.289892912,6,91.24326913
403,2/7/2020,2/10/2020,2/13/2020,1702,South America,Berlin,Apparel,Ground,41.16394374,On-Time,43,30.10590275,764.7042574,DHL,13.56890879,0.321964221,817.802189,No,No,2.701796466,8,86.78829967
404,2/8/2020,2/9/2020,2/16/2020,2940,South America,New York,Apparel,Sea,82.69653639,Delayed,19,91.31375053,101.1572282,FedEx,10.24426324,6.189223562,781.6515469,Yes,No,3.976321776,6,94.41569648
405,2/9/2020,2/13/2020,2/14/2020,3355,South America,São Paulo,Electronics,Sea,42.07514494,Delayed,43,19.68387807,4346.129227,UPS,17.56419955,0.5539073,261.828601,Yes,No,4.863297698,7,81.15135623
406,2/10/2020,2/14/2020,2/13/2020,2791,Europe,Tokyo,Toys,Air,19.08529135,Delayed,12,39.24211703,984.4139329,DHL,18.66813352,6.163563236,635.3701275,Yes,Yes,1.916824845,3,97.44127763
407,2/11/2020,2/13/2020,2/16/2020,1182,Asia,Tokyo,Electronics,Sea,96.56994149,Delayed,11,94.06102419,221.9690455,UPS,2.428508779,6.850299493,281.2835399,No,Yes,1.57458946,6,83.26063841
408,2/12/2020,2/16/2020,2/19/2020,1628,Africa,São Paulo,Furniture,Ground,68.73418137,Delayed,6,42.997103,808.8797269,UPS,2.927987719,1.977676276,988.8347979,No,No,4.651526981,8,83.01239465
409,2/13/2020,2/17/2020,2/19/2020,4865,Asia,São Paulo,Apparel,Air,51.0489574,On-Time,12,55.69202172,1926.733407,UPS,19.25737934,8.193461487,954.5176842,No,No,3.67581231,8,95.97221595
410,2/14/2020,2/16/2020,2/19/2020,3557,North America,São Paulo,Furniture,Ground,45.79960164,On-Time,27,8.493518224,1104.135851,FedEx,6.988891049,9.110851316,585.1014845,No,Yes,2.751944086,9,96.51637554
411,2/15/2020,2/18/2020,2/19/2020,2731,South America,Berlin,Furniture,Air,39.22348008,Delayed,41,79.1215555,1533.215609,FedEx,17.72064991,8.130869641,713.9574433,No,Yes,3.293038281,6,81.76649296
412,2/16/2020,2/20/2020,2/23/2020,1545,Asia,Johannesburg,Food,Air,98.33028359,Delayed,25,42.56449832,4876.717317,FedEx,8.998312141,3.051091902,811.3588631,No,Yes,3.982455621,4,97.26565963
413,2/17/2020,2/19/2020,2/24/2020,2587,Africa,Tokyo,Food,Ground,22.12725386,On-Time,42,80.1512549,3524.983665,FedEx,4.143801037,5.866430124,734.948499,Yes,Yes,4.092127595,9,85.19265947
414,2/18/2020,2/19/2020,2/23/2020,1623,North America,Johannesburg,Furniture,Sea,38.3324553,On-Time,3,25.75286543,3563.836724,DHL,3.447977604,9.148151492,714.8372565,No,No,4.679576723,4,91.75381202
415,2/19/2020,2/22/2020,2/24/2020,4835,Europe,Johannesburg,Apparel,Sea,53.69478763,Delayed,3,42.53663568,482.4800199,FedEx,4.817142183,3.206647262,960.6263076,Yes,No,2.707371156,4,81.30327632
416,2/20/2020,2/21/2020,2/26/2020,1593,Europe,São Paulo,Furniture,Air,53.01995905,On-Time,20,78.76161917,3663.170865,DHL,6.498077508,8.200278223,616.633301,Yes,Yes,2.17364364,6,87.23256092
417,2/21/2020,2/22/2020,2/24/2020,1743,Africa,Berlin,Food,Ground,52.4229836,On-Time,28,97.40083782,3699.328221,UPS,10.79333037,0.094751313,654.4875382,No,Yes,3.558657067,6,88.56376757
418,2/22/2020,2/24/2020,2/27/2020,4298,North America,New York,Apparel,Ground,25.82054342,Delayed,23,6.432739677,3302.127642,DHL,14.62696221,0.036467028,856.8053129,No,No,2.662911597,8,91.39670482
419,2/23/2020,2/27/2020,3/3/2020,2768,South America,Berlin,Furniture,Air,23.04392744,On-Time,48,81.33938965,1149.897117,FedEx,19.75517438,7.597116603,686.3963245,No,No,3.378393816,7,89.98016746
420,2/24/2020,2/26/2020,2/29/2020,4804,Asia,Johannesburg,Toys,Sea,32.92908277,On-Time,3,30.41856223,2120.950534,DHL,9.947121379,7.614475821,746.2859909,No,Yes,2.679943194,7,88.76836627
421,2/25/2020,2/27/2020,3/4/2020,2459,North America,Berlin,Toys,Ground,92.30735384,On-Time,42,55.29895645,4232.919509,FedEx,11.32732896,7.889771879,272.4602519,No,No,1.611983147,3,98.23316402
422,2/26/2020,2/28/2020,3/1/2020,2948,Europe,São Paulo,Furniture,Sea,20.17476711,On-Time,24,29.36418036,3354.30613,FedEx,11.39268262,9.300268379,402.7035779,No,Yes,2.877707007,6,83.51543276
423,2/27/2020,2/29/2020,3/7/2020,4493,Africa,New York,Apparel,Sea,78.1682593,Delayed,43,61.53782452,3666.516487,DHL,11.7098184,1.179063118,189.9362784,No,No,3.763671288,9,83.00189038
424,2/28/2020,3/2/2020,3/8/2020,3601,Africa,São Paulo,Furniture,Air,78.17935538,On-Time,40,35.70338165,2940.998257,DHL,11.31933183,2.31984985,530.4771702,No,No,4.197135231,9,93.55496216
425,2/29/2020,3/4/2020,3/8/2020,3068,Asia,New York,Furniture,Air,82.87933635,Delayed,6,33.69468165,2253.43713,UPS,2.157945591,9.037249204,482.9410306,Yes,Yes,2.973305107,7,81.41648581
426,3/1/2020,3/2/2020,3/9/2020,3601,Africa,Johannesburg,Food,Sea,89.79539401,On-Time,20,4.274862137,3797.66953,UPS,2.031046798,1.772361978,997.3046736,Yes,No,1.660951561,7,89.17493766
427,3/2/2020,3/3/2020,3/9/2020,3444,Africa,New York,Toys,Ground,33.67325598,Delayed,11,15.12256039,348.9498137,UPS,3.757993726,6.822292676,630.6482202,No,Yes,2.658750839,4,89.19700926
428,3/3/2020,3/7/2020,3/6/2020,3672,North America,New York,Food,Ground,30.21035223,Delayed,32,91.74928079,3369.072057,UPS,3.828018862,5.30463,797.122582,Yes,No,4.145175715,4,85.89048129
429,3/4/2020,3/5/2020,3/8/2020,1104,South America,New York,Food,Air,51.89550999,On-Time,27,99.82860417,4986.050494,UPS,14.68814436,0.831936769,367.3139372,No,Yes,2.651437082,9,97.67843109
430,3/5/2020,3/9/2020,3/11/2020,3239,Asia,Berlin,Furniture,Sea,33.85802519,Delayed,21,78.1617973,3903.157728,DHL,5.688488585,2.852636619,839.9680648,Yes,Yes,3.786123174,9,85.36832527
431,3/6/2020,3/7/2020,3/15/2020,1016,North America,Berlin,Food,Ground,76.08789901,Delayed,44,29.03785616,1459.911923,UPS,18.10485389,5.203722164,634.3307182,Yes,Yes,3.028854727,4,85.48039709
432,3/7/2020,3/9/2020,3/13/2020,4191,South America,Johannesburg,Toys,Ground,67.23456191,Delayed,48,40.54329128,1396.319279,DHL,18.71491393,8.523501167,712.142715,No,No,1.9648925,5,84.45169932
433,3/8/2020,3/9/2020,3/13/2020,1392,North America,New York,Food,Air,88.74889192,Delayed,13,74.08059376,3339.420867,UPS,19.56608008,7.075384896,329.7092391,No,Yes,4.184602032,7,82.76997267
434,3/9/2020,3/13/2020,3/14/2020,1424,North America,Tokyo,Toys,Sea,17.44644731,Delayed,22,96.86709891,4480.312742,FedEx,18.90346349,6.218831615,571.2064721,No,Yes,1.336853816,4,86.91621005
435,3/10/2020,3/14/2020,3/16/2020,3176,Africa,Johannesburg,Food,Ground,92.3575,On-Time,35,45.81938149,2893.969207,UPS,6.893989795,4.960328899,652.3351247,Yes,No,3.099561131,4,92.93685794
436,3/11/2020,3/15/2020,3/16/2020,4201,South America,New York,Toys,Air,36.4013764,Delayed,47,83.03748032,2641.737413,FedEx,11.1759832,2.986839838,609.639942,Yes,No,1.835564137,6,94.10109439
437,3/12/2020,3/16/2020,3/15/2020,1571,Asia,New York,Food,Ground,54.16249113,Delayed,22,97.5193578,810.3168279,DHL,5.158189464,1.192449113,919.4340259,No,Yes,1.268262514,9,95.45495941
438,3/13/2020,3/17/2020,3/21/2020,4631,Asia,Berlin,Food,Ground,49.47502923,On-Time,28,87.41058052,3580.130207,UPS,16.51177379,4.090760346,903.3590313,Yes,Yes,3.011735748,8,83.75333388
439,3/14/2020,3/17/2020,3/19/2020,3076,South America,Johannesburg,Apparel,Ground,78.4280486,On-Time,21,23.1013998,3514.470112,DHL,17.99177069,0.285184939,972.434855,No,No,2.998248624,4,80.67702108
440,3/15/2020,3/18/2020,3/22/2020,2120,Africa,New York,Toys,Air,47.82999785,Delayed,46,1.299170456,4835.087448,UPS,17.32319911,2.110558893,684.0566057,Yes,No,3.827603607,6,98.51903131
441,3/16/2020,3/17/2020,3/21/2020,4081,Europe,New York,Toys,Sea,94.91978311,On-Time,18,49.46212969,1507.959,DHL,9.800605077,4.324833759,973.3184236,No,No,3.979002772,3,80.27231787
442,3/17/2020,3/21/2020,3/21/2020,1241,North America,Johannesburg,Toys,Air,91.22804944,On-Time,31,53.37040275,3784.662927,UPS,15.65612992,4.186051857,840.8541,Yes,Yes,3.911165955,4,98.25289792
443,3/18/2020,3/19/2020,3/21/2020,4897,Africa,Tokyo,Electronics,Sea,88.49450368,On-Time,46,20.52441127,2175.985653,UPS,3.756425052,0.44295431,307.2905333,No,No,2.638234932,8,95.74747396
444,3/19/2020,3/23/2020,3/23/2020,3279,South America,Johannesburg,Food,Ground,16.41324994,On-Time,37,28.825102,2796.77923,FedEx,2.724405871,5.890601535,456.0638861,No,Yes,3.526759149,6,97.32942046
445,3/20/2020,3/24/2020,3/24/2020,1788,North America,Johannesburg,Toys,Sea,86.88322554,On-Time,21,76.6327395,4084.104739,DHL,15.55825546,5.496842559,276.4728201,No,Yes,3.307780971,8,87.35652854
446,3/21/2020,3/24/2020,3/28/2020,4355,Asia,Tokyo,Electronics,Ground,80.34719009,On-Time,14,47.29955224,1117.755275,DHL,9.656394938,0.78104304,53.98730279,Yes,Yes,2.686247024,4,83.74683798
447,3/22/2020,3/25/2020,3/25/2020,1714,Europe,Johannesburg,Apparel,Ground,19.31616523,Delayed,25,32.07673132,1720.91501,DHL,19.91988677,9.431630525,228.6463155,No,No,3.388850777,3,91.52281002
448,3/23/2020,3/25/2020,3/26/2020,1758,Asia,New York,Toys,Air,19.66728929,Delayed,27,62.45128972,3868.810264,DHL,3.750575885,0.99382779,53.85755697,Yes,No,4.788991507,4,94.08377224
449,3/24/2020,3/27/2020,3/27/2020,3849,South America,Johannesburg,Toys,Ground,19.10474304,On-Time,40,65.44959572,2856.584997,DHL,17.40129827,8.548341512,733.8465383,No,No,1.771574975,6,82.48636026
450,3/25/2020,3/27/2020,3/28/2020,1775,North America,Tokyo,Electronics,Air,11.01993339,On-Time,23,77.0548798,471.1903554,FedEx,10.63969518,0.003097319,454.2575828,No,Yes,4.623088383,3,95.15480878
451,3/26/2020,3/28/2020,3/29/2020,3773,South America,São Paulo,Food,Sea,59.37708747,Delayed,31,16.09257493,2156.627475,UPS,16.88870352,8.82281095,346.9459907,No,Yes,1.213822056,3,83.96327308
452,3/27/2020,3/29/2020,4/3/2020,3247,North America,Johannesburg,Apparel,Sea,97.60548623,On-Time,47,74.28096661,2937.300232,FedEx,16.70829108,0.197197322,773.6348465,Yes,No,2.233556852,3,89.34186857
453,3/28/2020,3/30/2020,4/2/2020,3992,Africa,Berlin,Toys,Ground,49.48162326,Delayed,29,60.14312501,4548.491409,DHL,18.48785602,7.578120319,840.8624359,Yes,No,2.152580994,5,96.27316655
454,3/29/2020,3/31/2020,4/2/2020,1078,Europe,New York,Food,Air,58.66817517,On-Time,47,6.228400598,950.5553692,DHL,7.361300203,3.616908113,976.5345617,Yes,Yes,3.505460432,6,83.67506571
455,3/30/2020,3/31/2020,4/2/2020,4984,Africa,New York,Apparel,Ground,97.11728171,Delayed,30,77.85584001,4031.705312,UPS,19.09638836,7.382168001,659.9129054,No,Yes,1.524899807,5,84.59580831
456,3/31/2020,4/3/2020,4/9/2020,4003,Africa,Berlin,Furniture,Air,32.96640059,Delayed,26,38.61648799,661.8161706,FedEx,4.730005286,4.017452054,488.4525106,Yes,Yes,4.529390447,8,81.19265197
457,4/1/2020,4/3/2020,4/6/2020,4926,South America,Berlin,Furniture,Air,87.26232273,On-Time,20,33.37290297,1218.755944,UPS,3.475437997,0.709079223,340.0010865,No,Yes,4.314205634,3,82.78566812
458,4/2/2020,4/6/2020,4/7/2020,1855,Europe,Johannesburg,Apparel,Air,59.17514205,On-Time,38,45.08347758,1224.285979,UPS,9.769079313,7.675066954,261.2022988,No,No,3.608263279,5,82.78399058
459,4/3/2020,4/6/2020,4/7/2020,4244,North America,Berlin,Electronics,Sea,61.25288632,On-Time,19,34.94442019,4388.621188,FedEx,16.90981344,0.712526853,252.279653,No,Yes,2.833655327,4,83.86512254
460,4/4/2020,4/7/2020,4/11/2020,3514,North America,São Paulo,Apparel,Air,40.88564715,On-Time,27,34.15941642,1003.098283,UPS,10.52158035,9.22120436,438.729906,No,Yes,4.731824169,5,85.43780754
461,4/5/2020,4/7/2020,4/11/2020,3628,Asia,Tokyo,Apparel,Sea,60.54259249,Delayed,25,80.90372794,3936.934028,FedEx,16.9271602,0.509740358,992.1970375,No,No,4.322986219,7,95.48468393
462,4/6/2020,4/7/2020,4/12/2020,2439,North America,Berlin,Electronics,Air,16.58282585,On-Time,40,12.88827281,2314.414605,FedEx,15.1343625,4.793252778,50.81101257,Yes,No,2.997260592,8,97.39951342
463,4/7/2020,4/9/2020,4/12/2020,3987,South America,Berlin,Electronics,Sea,78.81792154,Delayed,38,97.07470675,4995.462931,DHL,5.769710951,7.230344309,237.3456024,Yes,No,3.807493418,3,87.71933158
464,4/8/2020,4/9/2020,4/16/2020,3496,Africa,São Paulo,Food,Sea,35.62189854,On-Time,23,55.71569862,4197.066578,UPS,19.07986925,3.932464648,228.9733333,No,No,3.267719809,3,82.43597009
465,4/9/2020,4/13/2020,4/17/2020,3134,Africa,New York,Food,Sea,89.88474965,Delayed,29,18.70093784,3701.118641,DHL,3.094061035,2.172334746,731.2635113,No,Yes,3.351768954,9,84.25238858
466,4/10/2020,4/13/2020,4/14/2020,3148,Africa,New York,Electronics,Ground,43.10656251,On-Time,15,13.55594055,4354.92427,UPS,18.16903474,7.590909614,384.8604912,Yes,Yes,2.323904278,8,93.98791356
467,4/11/2020,4/15/2020,4/17/2020,2031,Europe,Johannesburg,Furniture,Air,22.85416994,On-Time,3,59.35519845,3173.811659,UPS,7.479982082,7.842947048,484.3977644,No,Yes,2.848338418,8,92.87108487
468,4/12/2020,4/13/2020,4/17/2020,1844,North America,São Paulo,Furniture,Ground,72.62934169,Delayed,10,63.48344466,4219.82476,DHL,11.0026655,9.22694984,191.1929239,No,Yes,1.312485723,6,98.37693873
469,4/13/2020,4/14/2020,4/20/2020,4271,South America,Tokyo,Apparel,Air,24.81203302,On-Time,15,5.776064217,1313.022968,DHL,9.602333709,3.761651104,434.7471869,No,Yes,2.429394767,4,80.27528493
470,4/14/2020,4/18/2020,4/20/2020,4576,Europe,Tokyo,Toys,Air,77.8312464,On-Time,16,24.67869046,497.5390234,DHL,5.093022025,5.062517345,148.0398213,No,No,3.783314061,9,94.26441645
